,video_id,author,comment,published_at
145,J5FLyHMV9og,@shabbirocks123,2:45 how to find deposit fee?,2023-04-08T06:46:42Z
146,J5FLyHMV9og,@yosmuc,It looks like Revolut still didn’t add the option to deposit money in cash in a store by generating a code. This is quite essential for those who only have one digital bank and would like to cash money in.,2023-04-07T07:07:47Z
147,J5FLyHMV9og,@armandinejacotin,This was very extensive and concise. Thanks.  You should disclose that you will get a referral reward if we click on your link.  Transparency is the order of the day nowadays.,2023-04-03T13:42:35Z
148,J5FLyHMV9og,@ekpf,"Hi, I’ve been trying to create an account with Revolut, entered all of my details correctly and used a valid passport. Although once it’s created and takes me to the home page, it automatically closes the account and says ‘they couldn’t verify my identify’",2023-04-01T18:37:35Z
149,J5FLyHMV9og,@DavidWhite-je7jh,Is it not a concern that your Revolut account number and sort code are visible? 🤔,2023-03-25T15:55:16Z
150,J5FLyHMV9og,@DenHaghezul,Very bad experience with Revolut,2023-03-24T14:29:46Z
151,J5FLyHMV9og,@Benzene.,do you know if revolut is coming to india any time soon ?,2023-03-12T13:49:46Z
152,J5FLyHMV9og,@oliwakulla3341,"I have an issue. I downloaded the app, wanted to sign up but android said that 'this app isn't supported on this version of Android' I recently updated to one ui 5.1.",2023-02-22T22:50:50Z
153,J5FLyHMV9og,@pretty__yawdapaah,It's very poor always reverting back payments,2023-02-21T03:54:55Z
154,J5FLyHMV9og,@sherwintolentino5485,Totally irrelevant please don't take the wrong way -- It's strange that you seem to be not smiling as much as most of your videos,2023-02-20T17:22:36Z
155,J5FLyHMV9og,@Deenodounia,Why Algeria is not available,2023-02-20T15:50:53Z
156,J5FLyHMV9og,@Homelessnomad,Can I buy crypto from revolut and send it to a wallet?,2023-02-20T15:40:02Z
157,gQscaDIRaMQ,@WannesDemaeght,This video would be a whole lot more useful if the screens you showed would have been in English...,2024-10-27T15:23:08Z
158,gQscaDIRaMQ,@PaulDavidson-x2u,Youtube seem to have sold out to these clowns with all their ads on the mobile app but just been reading an article showing they have a lot of fraudulent transactions on people's accounts. I wouldnn't be going near them based on this and YouTube can stick their ads up their arse.,2024-10-14T11:43:20Z
159,gQscaDIRaMQ,@legoman716,"I want the metall card but I don't want to pay for a card monthly. 

For the free option, is a physical card included?",2024-10-08T16:15:35Z
160,gQscaDIRaMQ,@blingyman123,Would ultra be beneficial for an international cabin crew?,2024-10-08T12:58:10Z
161,gQscaDIRaMQ,@FPJDK,Well here in Denmark we don’t have access to AMEX 😢 so for us the platinum card makes more sense I suppose,2024-09-22T08:44:54Z
162,gQscaDIRaMQ,@SpontaneousSuccess,Revolut is full of cyber pirates aka staff,2024-09-18T19:19:30Z
163,gQscaDIRaMQ,@SpontaneousSuccess,"Revolut is a narcissistic financial institution 

BEWARE❗️❗️❗️",2024-09-18T14:11:01Z
164,gQscaDIRaMQ,@ERIKsONLINE,"Well, Revolut just block accounts for no reason in my experience. I hold a business account, and then suddenly it is blocked without any warning. They just block it and then they are asking questions. 

WTF..
 
They are asking bills for the money coming in, while they know what I do and they see from the names from the accounts sending the money that it is related to what I do. 
With this my trust in them has gone down the drain and know that the experience of other customers are no bogus. While CS during the process delivering the documents say the account was never blocked, it clearly states in the account it is.  So they lie as well. That falls very bad for me. I could not test if it was blocked, because then my account was zero, but the statement in the app made it really clear. So I had to open a new business account at a regular local bank on the spot at that time and inform the companies I sent bills to, to change the accountnumber. 

This is their nasty way of treating their good customers, by blocking their accounts without any reason obviously, because a day later they say that the checks are ok and my account is completely working again.  I will never trust them ever with large sums of money sitting in the account.",2024-09-07T23:23:50Z
165,gQscaDIRaMQ,@outolempinimi5165,"Revolut is pretty useless unless you travel a lot, that’s about it. It was actually very useful years back when I did a lot of travelling, compared to normal bank cards it was a good money saver (for instance the ATM withdrawal limit used to be much higher back then). I just got the Premium for one year mainly because of NordVPN but the RevPoints is a complete joke and the other perks are basically trash unless you specifically need some of them.",2024-09-02T20:20:15Z
166,gQscaDIRaMQ,@Reizzzzz,Himm try and Turkish stores..You live in Turkey?,2024-08-31T23:34:39Z
167,gQscaDIRaMQ,@peteryeng,"The overseas cash withdrawal limit is ridiculous. Good video, but I am pretty turned off by Revolut.",2024-08-28T03:38:35Z
168,gQscaDIRaMQ,@Qeron,I used Xcover from Revolut after my flight got massively delayed and our luggage didn’t come with us. The experience was great and so much easier than transitional claims. Just select what problem you have and they will tell you what you need to sent to them if they want some extra information you get a message and email about it! For me they got my money back even more than I intentionally requested!! In like 5 days after I completed the claim with all the information they needed it was amazing ❤,2024-08-25T07:11:06Z
169,gQscaDIRaMQ,@daito12,So Revolut Investing is not good in Sweden?,2024-08-24T03:22:44Z
170,gQscaDIRaMQ,@stephendavidson10,maybe i missed it but the main question for me is is this video sponsored by them ?,2024-08-19T18:48:19Z
171,gQscaDIRaMQ,@sanelkulenovic5381,So in sweden its not good to have revult,2024-08-17T10:00:08Z
172,gQscaDIRaMQ,@dealmeidac6200,Hi any experience with revpoints?,2024-08-12T19:24:12Z
173,gQscaDIRaMQ,@lawrencecorai2352,"Thanks for your video, it is really useful.",2024-08-08T12:15:17Z
174,gQscaDIRaMQ,@TheAnonyy,your revolut referral link doesn't work,2024-07-28T20:35:39Z
175,gQscaDIRaMQ,@peterschmidt3810,Revolut portray themselves as crypto friendly but here in Australia you can't transfer your crypto to your personal external wallet. So - you end up with a similar account hundreds of other banks offer. Yes - you get some free services but you pay high monthly fees for a more premium card. Online support consists of FAQ sheets with instructions that do not work in many countries. I couldn't even find where to lodge a support ticket in their app. All in all a disappointing experience.,2024-07-23T22:32:59Z
176,gQscaDIRaMQ,@Lepewhi,"I have the basic card and it works great.  I do use a debit card and Visa card in Europe.  But, charge my Revolut for travel outside.  It's like a Visa card.  It's so easy to set up.  Would recommend it!!",2024-07-15T16:29:33Z
177,gQscaDIRaMQ,@epiphanyx3705,"hi I have reviolut basic account loaded the card
with gbp and used it in supermarket to pay for shopping in euros when 
I was abroad. 
I wasnt charged any fee.
My question is , are you supposed to exchange the currency within the app first ? and have like gbp 
and euros ?",2024-07-07T21:50:10Z
178,gQscaDIRaMQ,@kov64,"Bro, there are 100 credit cards better in US ... this is trash. 😂",2024-07-05T23:50:43Z
179,gQscaDIRaMQ,@garryblack764,"I tried to sign up but all I received was an email saying I am on a waitlist, and I’ll be informed when I can complete my application. What’s up?",2024-06-27T13:38:22Z
180,gQscaDIRaMQ,@markh2724,Revolut will be the next FTX 2.0,2024-06-23T02:52:24Z
181,gQscaDIRaMQ,@markh2724,"Revolut is a Scam payment platform. Set up an account and made a couple of payments, then when I paid £1,000 into the account, they blocked my account and refused to let me have my own money. Maybe they are having liquidity issues and need to stop people having their own money. Lets face it, exchanges and banks have recently collapsed and maybe these payment platforms are now seeing liquidity issues and so need to scam people? – FTX or Silicon Valley Bank 2.0?  People need to be very concerned and cautious.",2024-06-23T02:52:12Z
182,gQscaDIRaMQ,@singpeace.pushkara,"My Revolut (free) Personal Debit Card was deactivated with no clear reason for the card being cancelled. After contacting ""Help"" and reviewing the terms on the Revolut legal page, I remained mystified as to why my use of the card was deemed unacceptable. Btw, I am 84 years old, using this debit card for simple, everyday purchases. I so appreciated the simplicity of use. To their credit, Revolut did not abscond with the USD remaining on my card, but It took days and more days to return the money to my bank account. I tried numerous times to get an explanation that made any sense to me about the cancellation. It seemed capricious, unwarrented and controlled by AI algos.",2024-06-22T17:13:23Z
183,gQscaDIRaMQ,@PeHhan-dh8bc,"Revolut is a Scam payment platform. Set up an account and made a couple of payments, then when I paid £1,000 into the account, they blocked my account and refused to let me have my own money.",2024-06-22T15:29:35Z
184,gQscaDIRaMQ,@Sunyatasattva,At the end you mention that it is not ready for your everyday banking. What do you think is missing?,2024-06-10T22:09:43Z
185,gQscaDIRaMQ,@cinqbuns,"its really funny how he says he doesn't think a bank will close your account for no reason just to steal your money and provides no proof of that. just loled.
this is practically happening since the first bank ever  launched.",2024-06-09T13:09:33Z
186,gQscaDIRaMQ,@rofeha0000,"Cheaters stay away !  My invitee will ask to close the account 
After me as well , thenanother 35 people 
I am to notify them tonight also in google good luck for you to remove my review !",2024-06-06T20:31:13Z
187,gQscaDIRaMQ,@kagieb,"No, revolut help is useless. They can't help you if app is crashing so now I'm stuck with account that I can't log in.",2024-06-02T20:07:55Z
188,gQscaDIRaMQ,@restpartier6939,revolut just lies about lots of things 'don't trust them please',2024-05-30T09:50:28Z
189,gQscaDIRaMQ,@boyanbg100,"hello.i like what you doing?please make a video about revolute taxes?for example bulgaria,germany etc countrys",2024-05-27T15:49:11Z
190,gQscaDIRaMQ,@fakelol699,Im getting a card for a school trip to the Republic of Ireland so i don't need to swap uk pounds to irish euros the card does it for me,2024-05-21T19:09:46Z
191,gQscaDIRaMQ,@daxtalakjang6611,Very wasteful card,2024-05-15T13:28:48Z
192,gQscaDIRaMQ,@Joycetravel-f7q,Great video! It gives a good breakdown of what the account plans provide.,2024-05-12T08:24:46Z
193,gQscaDIRaMQ,@tlkngtmyslf,At least show things in English 😅😅,2024-05-09T09:19:13Z
194,gQscaDIRaMQ,@jefflambert7513,Thank You for the review.  Been trying to decide whether to go with Wise or Revolut.  Appreciate the info.  We travel to Japan every couple of years or so and plan on moving there as expats in maybe 4 to 7 years.  Kinda want to take advantage of exchange rates now to save for when we do got there.  Just haven't been able to pull the trigger since Wise states it is not a savings account and that is exactly what we would be using the jars for.  Thanks again !!,2024-04-28T02:39:06Z
195,gQscaDIRaMQ,@shanejordan5155,Is this like cash app?,2024-04-27T22:26:59Z
196,gQscaDIRaMQ,@delsabir2398,"Why revelout bring coin to late ,look at shiba ,pepe,bonk  flocki and baby dogecoin and dogelon Mars still not In there such a shame",2024-04-27T20:45:35Z
197,gQscaDIRaMQ,@cesargil5997,"Even if users are doing something against the rules, they should have a means of contacting someone in the platform and be informed of what triggered the blocking.",2024-04-26T05:00:02Z
198,gQscaDIRaMQ,@RofedaH679,Amazing ❤,2024-04-25T15:22:38Z
199,gQscaDIRaMQ,@Zero.freingetei,lsci beep upc ludis ciphror,2024-04-16T16:31:03Z
200,gQscaDIRaMQ,@carr87500,"Pretty lame defense of Revolut's terrible support.

 There's a bug in their app in a terms and conditions acceptance dialogue which i can't get resolved. You just interact with chat bots. 
The system is fine and extremely convenient until something goes wrong and you need it 
 fixed.

I wouldn't trust it with a more money than a week's discretionary expenses.",2024-04-16T12:03:54Z
201,gQscaDIRaMQ,@EloquentSummerRaven,I guess the Ultra plan is to demonstrate their ability to have a premium offering,2024-04-10T12:26:38Z
202,gQscaDIRaMQ,@michaelwebber8631,Lovely vid. Is Revolut ok for transferring large sums of money. eg a car or property. I would like the app on the PC rather than the phone is that possible.,2024-04-10T06:53:41Z
203,gQscaDIRaMQ,@lionelzwiers5365,Do you have experience with Revpoints and how valuable the points really are?,2024-03-28T03:50:25Z
204,gQscaDIRaMQ,@lastik229,Amazing content quality but I don't understand why there is no views?,2024-03-24T10:16:20Z
205,gQscaDIRaMQ,@5ngf_,Cool vid I rly want more videos abt revolut,2024-03-23T05:45:39Z
206,p7PPpw55SZI,@ahsanfinance,❤ Signup with Revolut: ahsanfinance.com/Revolut,2023-07-28T16:20:28Z
207,p7PPpw55SZI,@zerotwoyt7810,Can i send money from my revolute account to Google pay account,2024-10-09T19:38:34Z
208,p7PPpw55SZI,@farhadbaghirov3156,"Hello I have a question, is it possible to deposit a money from the ATM ? For example I have a cash 300 Euro, I want to deposit it to my revolut accaunt by using atms, is it possible?",2024-10-07T12:07:12Z
209,p7PPpw55SZI,@FuadObaidin-jw2jx,"Can i use the revolut to buy something on the internet  

thanks in advance",2024-10-07T04:30:47Z
210,p7PPpw55SZI,@AmandeepSingh-qd2yp,"Hi, I'm a student in Germany. I had a question. Since revolut does not offer a German IBAN, can i use the account to reveive money from my blocked account in expatrio",2024-10-04T14:12:36Z
211,p7PPpw55SZI,@saad-et6yq,I have money or not but still revolut not close my accounts i am student   i have only 100 euro please tell me 😢,2024-09-22T00:40:15Z
212,p7PPpw55SZI,@Abinash456,What is social Security number in Czech Republic? If I dont have the number what to do??,2024-09-21T18:46:13Z
213,p7PPpw55SZI,@rahibjaved,Can i trasfer my money from India to Dubai through revolut is it possible To send money to uae account?,2024-09-20T18:35:01Z
214,p7PPpw55SZI,@mezzen7342,"Hii, is it possible to get the account verified on a business schegen visa? I might go to France and Portugal next year and would love to open an account. My visa will b valid for 40-50 days. I already have a revolut account as I got one when I was in Romania earlier this year but they never verified my visa (student schegen and valid for 30 days)",2024-09-20T11:45:22Z
215,p7PPpw55SZI,@devanand6379,I live in india but i want USA Account How can I Apply Or Can i use Friends Account please Reply?,2024-09-11T18:41:25Z
216,p7PPpw55SZI,@ilustrusent,Hi. Revolut card is debit card or credit card? Or we can use revolut card for both purposes debit and credit?,2024-09-11T08:30:35Z
217,p7PPpw55SZI,@muhammadhamza6058,how from pakistan make the account,2024-09-10T14:29:49Z
218,p7PPpw55SZI,@Mashal-rk8dv,Talk about revolut personal loan,2024-08-23T11:43:28Z
219,p7PPpw55SZI,@lijivijil2528,Hello sir  how  can I  reduce  my transaction  fees.  Now  reduced  10  euro   to each  100000  transaction. I don't know  enough  knowledge  about  settings. Please  help me  .,2024-08-15T07:32:21Z
220,p7PPpw55SZI,@NazBestoon,Wieso kann ich nicht geld von Sparkasse zu Revolut schicken?,2024-08-01T18:46:35Z
221,p7PPpw55SZI,@nikhil0026,"Questions 

1) is there any daily spending limits in standard plan ?
2) if i took a premium card, how do i pay for that card 
3) can i use this card in india and buy iphones or any electronic gadgets in mall, do they accept this card in indian malls ? 

Please reply me ❤😢",2024-07-28T14:48:51Z
222,p7PPpw55SZI,@camilaargana2029,"Hi! Since I am living in Germany, is it good to have only revolut? Or better to have also a traditional bank account for the SHUFA? Since I’ve understood from your video that this bank does not provide a SCHUFA.",2024-07-26T08:17:03Z
223,p7PPpw55SZI,@fiff-ny1jt,استاذ محمد هل هي خالية من المعاملات الربويه ؟؟؟,2024-07-26T04:12:43Z
224,p7PPpw55SZI,@ghaurijatt71,How i can link PayPal to revolut,2024-06-22T11:55:09Z
225,p7PPpw55SZI,@HarshilMakwana-p5d,"Hello I'm Russian. I want to come to Germany for travel for 10days. Because Russian cards are not working anywhere outside russia so the visa requirements says rhat funds in my russian account doesn't mean anything, i must have EU bank account for my travel. Can i open this account without any European address just with my russian identity?",2024-06-21T10:51:35Z
226,p7PPpw55SZI,@SumitraKH-b7p,Revolut 🎉🎉,2024-06-14T18:19:54Z
227,p7PPpw55SZI,@akshaychukkath6652,Pls do a video about invest plans to Abroad Students,2024-06-04T13:42:52Z
228,p7PPpw55SZI,@thealchmistguy,Hey i am from France can my salary can be credited in this account and when I reach India collect them. I am student.,2024-05-29T10:32:16Z
229,p7PPpw55SZI,@elviss333,Hi it is safe to provide the fiscal code number?,2024-05-27T13:02:33Z
230,p7PPpw55SZI,@lakshya4216,"Very nice video, i was finding a way to create vcc for unlimited use, but my problem is i am a citizen of India and i am on waitlist, pls help me how can I use it in india",2024-05-23T08:29:19Z
231,p7PPpw55SZI,@veganforyou5751,"I live in Belgium, can i use also this ?",2024-05-19T12:25:15Z
232,p7PPpw55SZI,@alfprysen4513,"Very well explained. So i'm currently working for a Swedish company online which operates in sweden and they recommended me to get a revolut account/card, i am a citizen of norway and my question is will i be taxed when i start to get my income? I am living in south east asia now.",2024-05-19T05:33:32Z
233,p7PPpw55SZI,@asraulmondal1318,"I have setup a shop at London. But I am a Indian citizen, also live in India. Can I open a business bank account at Revolut for my UK's company with my Indian documents like Indian Passport? I can also provide my company's incorporation certificate as well as other necessary documents.",2024-05-17T16:04:54Z
234,p7PPpw55SZI,@plvrajshekar2424,"@Ahsan Finance: Very well explained video. Thank you. I live in Germany.
The account opening is FREE and there are a lot of features, but (i) is there is a minimum account balance requirement in EUR, or minimum deposit amount per month like in some other digital banks? (ii) i want to open a second account for parking some little extra savings from my primary account, so does this Revolut account provide any interest for my parked savings?
Thanks in advance for replying",2024-05-02T21:51:38Z
235,p7PPpw55SZI,@priyankamehra3176,"Sir I m indian going to France for 2 months for study. I will be getting stipend, university  can transfer  amount  in this account? How can I get this amount  after coming  to India? Will this amount be transferred to my Indian account?",2024-04-19T14:41:04Z
236,p7PPpw55SZI,@rodriguez3309,"Does they charge fee every month?
Can I open it with german residence (Fiktionsbescheinigung), because my passport now not vaild",2024-04-17T17:23:21Z
237,p7PPpw55SZI,@rfinternational1927,"if i receive my international work salary in Revolut, Will german govt know about this source of money? as this iban is lithuanian.",2024-04-05T05:15:08Z
238,p7PPpw55SZI,@iamshahleo,"One question. Why we provide our TAX ID? I live in Germany, will there be any issue from our Germany bank if we provide our tax ID in Revolut app?",2024-03-22T20:20:54Z
239,p7PPpw55SZI,@nav9423,Isnt this sponsored?,2024-03-19T14:33:29Z
240,p7PPpw55SZI,@HammadKhan-vc2yb,Can i make account with italian identity card? I want to use revolut for ebay.. please guide me.,2024-03-09T15:21:01Z
241,p7PPpw55SZI,@muhammadrehan7668,EU k residence permit se ban jayga account ya nahi,2024-02-29T10:04:42Z
242,p7PPpw55SZI,@kingKunal27,I am not able to sign up,2024-02-24T23:43:29Z
243,p7PPpw55SZI,@shaqeif,Brother first thanks  then  ! Is there any changes ? I have signed up with mobile & informed will receive an Emil  till now nothing for long time  !!!!?,2024-02-17T11:20:11Z
244,p7PPpw55SZI,@COUPLEUPFACT,"Hello sir, I am going to lithuania next month in work visa  . So, can I provide revoult account to my employer for receiving my salary  ?",2024-02-04T21:48:12Z
245,p7PPpw55SZI,@s1ddhesh,Is it quite useful when it comes to shopping in airports?,2024-01-27T20:07:37Z
246,p7PPpw55SZI,@fahimtasrif3393,How many virtual card i can generate in Revolut ?,2024-01-11T20:24:53Z
247,p7PPpw55SZI,@GulfrazAhmed-f3i,Hello sir mai ne revolut app ko download kr ke delete kr diya hai.kya mai agli bar jab ise download kro ga to koi masla to nahi hai please,2024-01-03T22:23:30Z
248,p7PPpw55SZI,@saisai-xc8gd,"Hi iam student in bsbi, germany i need to activate my expatrio blocked account by submitting the iban and bic is it ok to submit this revolut app details. Hope you reply fast",2023-12-23T21:29:26Z
249,p7PPpw55SZI,@mehtabesapzai3206,Can I take account with Pakistani ID card,2023-12-23T14:00:13Z
250,p7PPpw55SZI,@sheersalmanbaig3375,Do we pay tax on Revolute account if we open in it Germany? How can we avoid it?,2023-12-21T10:28:40Z
251,p7PPpw55SZI,@charafbouragba484,"Hi Ahsan, i have a question please, I opened a revolut account  for about 20 days ago, and i noticed that it's revolut ""Plus"" free for one month, and after i have to pay 2,99€ monthly.
So my question is: it's possible to change it to free?",2023-12-12T17:16:33Z
252,p7PPpw55SZI,@hasibsk1420,Can i take salary in Italy?,2023-12-03T14:02:21Z
253,p7PPpw55SZI,@shibamdas915,I am indian but I need an Italian account as I am in italy for my PhD so is the result considered as an Italian account ? and which country should I select for the country of residency?,2023-11-24T22:47:29Z
254,p7PPpw55SZI,@adhithvikram8001,Can i use this IBAN to get my blocked accounts money and also use this to pay for my insurance?,2023-11-23T19:46:38Z
255,p7PPpw55SZI,@nollywoodmovie4083,"Is it possible to get Germany Iban account while living in Italy, if yes please let me know the site",2023-11-21T17:11:54Z
256,p7PPpw55SZI,@edushortsuniverse,Revolut provides you German IBAN (DE) or it provides any other country's account? I want to have free DE bank acc for my wife who doesn't work.,2023-11-09T03:52:37Z
257,p7PPpw55SZI,@pranoydasbd9335,"I have a question that is, how many revoult can be made with a TRP card?",2023-10-25T19:33:29Z
258,p7PPpw55SZI,@salmeshbsingh6058,Can I make a revolut account with Italian Iban?,2023-10-17T08:49:46Z
259,p7PPpw55SZI,@talhaatiq5105,It would be nice if you could make video regarding traveling card for example DKB Miles card.,2023-10-14T23:49:44Z
260,p7PPpw55SZI,@sheersalmanbaig3375,"You are such a wonderful consultant. I watch your videos for more an hour today.
I have a question. 
Can we transfer cash from Gebührenfrei 💳 to Revolut? 
If yes how?",2023-10-14T21:16:18Z
261,p7PPpw55SZI,@Funtech648,Available in India??,2023-09-18T02:38:40Z
262,p7PPpw55SZI,@nikhil.m.a771,Can you please explain to me why we need to exchange the currency. like for what purpose exactly??,2023-08-24T10:31:28Z
263,p7PPpw55SZI,@gouthamsridhar999,Do we get a German IBAN if we create a revolut account to use it as a local bank account in Germany?,2023-08-21T08:12:03Z
264,p7PPpw55SZI,@auokky,bhai pak m bana shkty h us ka btao mere ps us no h,2023-08-15T15:55:41Z
265,FiY2RY55YTg,@djicebreaker80,"There customer service or support is rubbish, as was Documented on t.v , people where scamming people, they didn’t get their money back",2024-10-23T19:55:12Z
266,FiY2RY55YTg,@RR-et6zp,Their insurance is a scam,2024-10-21T15:48:27Z
267,FiY2RY55YTg,@MrkRRos2012,Crap bank worst service avoid,2024-10-14T20:25:31Z
268,FiY2RY55YTg,@99Kasp,if i cancel my premium trial how much do i have to pay for the card?,2024-09-28T14:40:10Z
269,FiY2RY55YTg,@hyratv-spel4209,Thumbs up for a good review!// benjamin Stockholm,2024-09-22T18:18:06Z
270,FiY2RY55YTg,@mickeyfitzgerald6266,As a travel card ok but dont use for your savings..if you want to move large amount to book and pay for your holiday or car then youll run into hassle and trouble,2024-08-25T12:10:34Z
271,FiY2RY55YTg,@vtecpowerb2024,Revolut is restricted my account  with no reasons  don't use it,2024-08-24T12:33:46Z
272,FiY2RY55YTg,@ilyaasaltaf5312,When using my card abroad it changed me so I dont know what im doing wrong,2024-08-18T14:45:15Z
273,FiY2RY55YTg,@aliam8335,My account has been blocked for 24 days now. People be careful.,2024-08-18T09:17:29Z
274,FiY2RY55YTg,@eSharkUK,"Thanks for a great & professional review 🤩. Yap, it needs to improve its User Interface and User Experience.
Well, it is a bank now 😅",2024-07-30T14:25:17Z
275,FiY2RY55YTg,@giece6237,"This app doesn't work. I just downloaded it from Google Play Store. When I click to open it says : ""this app cannot run because the environment is not secure and your data may be at risk revolut"". Help.",2024-07-24T12:55:44Z
276,FiY2RY55YTg,@cryptonian7706,does revolut report to governments?,2024-07-18T14:11:04Z
277,FiY2RY55YTg,@cmugy,Great video,2024-07-14T17:30:00Z
278,FiY2RY55YTg,@michaelhoff1464,"I have been with REVOLUT now since covid ,  since they asked me to give them a new 6 figure pass number from the old 4 number pass number, nothing like causing massive  problems , I beginning  to hate this online banking app 
Once I use up my current balance  I will close this account as I do not like stress and trouble I would never recommend  this app to anyone ,bad news",2024-07-14T01:35:02Z
